epoch,train_acc,test_acc
1,0.216966966966967,0.3377631578947369
2,0.34785566816816815,0.4183552631578948
3,0.4952843468468468,0.5364144736842105
4,0.5724943693693694,0.6429605263157895
5,0.6382319819819819,0.6439802631578948
6,0.6583849474474475,0.6494407894736842
7,0.6707488738738738,0.6870065789473684
8,0.6831128003003003,0.6907565789473684
9,0.6897757132132132,0.6883881578947368
10,0.694115990990991,0.6784210526315789
11,0.7034299924924925,0.709967105263158
12,0.7130489864864865,0.7135197368421052
13,0.7234656531531531,0.7155263157894737
14,0.7276182432432432,0.7148026315789474
15,0.712087087087087,0.7059210526315789
16,0.731371996996997,0.7176315789473684
17,0.7500938438438438,0.7385526315789473
18,0.7558183183183184,0.7535526315789474
19,0.7631381381381381,0.7480592105263157
20,0.769847972972973,0.7426644736842105
21,0.7765343468468469,0.7438486842105263
22,0.7788569819819819,0.7566447368421053
23,0.7893909534534534,0.7632236842105263
24,0.7932150900900901,0.7675328947368422
25,0.7996433933933934,0.7723684210526316
26,0.8026229354354354,0.7614802631578947
27,0.8048751876876876,0.7746381578947369
28,0.8104119744744746,0.7648684210526316
29,0.8099427552552552,0.7776644736842105
30,0.8160191441441441,0.7749342105263158
31,0.817262575075075,0.7859868421052632
32,0.8194679054054054,0.788092105263158
33,0.8249343093093092,0.7864473684210527
34,0.8271865615615616,0.7816776315789473
35,0.8285707582582583,0.7885526315789474
36,0.8269519519519519,0.7801315789473684
37,0.8273507882882883,0.7733552631578947
38,0.8313626126126127,0.7817763157894737
39,0.8332629504504505,0.7810526315789473
40,0.8380255255255254,0.7762828947368421
41,0.8388231981981982,0.7848026315789474
42,0.8393393393393394,0.7834210526315789
43,0.8397147147147147,0.7855263157894737
44,0.8426473348348349,0.7799342105263157
45,0.8450872747747749,0.7863486842105264
46,0.8472926051051051,0.7836842105263159
47,0.850272147147147,0.7888157894736842
48,0.853978978978979,0.7888157894736842
49,0.8520551801801802,0.7917434210526316
50,0.8520082582582583,0.788717105263158
51,0.8510463588588589,0.7966776315789473
52,0.8534862987987989,0.7942105263157895
53,0.8537209084084084,0.7966776315789473
54,0.853978978978979,0.789078947368421
55,0.8609938063063063,0.7949342105263157
56,0.8592576951951951,0.7892763157894737
57,0.8603368993993994,0.7920065789473685
58,0.8601961336336336,0.7882565789473684
59,0.8639498873873873,0.7933881578947368
60,0.8624718468468469,0.7885197368421053
61,0.8605011261261262,0.8008881578947369
62,0.8619322447447448,0.8000657894736842
63,0.8639029654654654,0.7958552631578947
64,0.8647944819819819,0.7940131578947368
65,0.8659440690690691,0.7962171052631579
66,0.8633868243243243,0.7982236842105263
67,0.8630349099099099,0.7953947368421053
68,0.8679147897897898,0.7948355263157895
69,0.8687593843843844,0.8000657894736842
70,0.8680086336336336,0.7944736842105263
71,0.8678913288288288,0.7876973684210526
72,0.8682901651651652,0.795296052631579
73,0.8707066441441442,0.7991447368421053
74,0.8680086336336336,0.7974013157894737
75,0.8699558933933934,0.8033552631578947
76,0.8719031531531531,0.8004276315789474
77,0.8712697072072071,0.7979605263157895
78,0.8706362612612611,0.796578947368421
79,0.8709647147147147,0.7919078947368421
80,0.8694397522522523,0.7970394736842106
81,0.870753566066066,0.7919078947368421
82,0.8712931681681682,0.7941118421052632
83,0.8692520645645645,0.7971381578947369
84,0.8694866741741741,0.7949342105263157
85,0.8706597222222222,0.7966776315789473
86,0.8722316066066066,0.7931907894736842
87,0.8721612237237237,0.7953947368421053
88,0.8689001501501502,0.7966776315789473
89,0.8743430930930931,0.7949342105263157
90,0.8703781906906908,0.7974013157894737
91,0.873170045045045,0.7979605263157895
92,0.8710350975975977,0.7949342105263157
93,0.8704720345345346,0.7992434210526316
94,0.8726539039039038,0.7923684210526316
95,0.8729119744744746,0.8020723684210527
96,0.873709647147147,0.7999671052631578
97,0.8737565690690691,0.7991447368421053
98,0.8711524024024023,0.7995065789473684
99,0.8725365990990991,0.7969407894736843
100,0.8722316066066066,0.7940131578947368
101,0.8748357732732733,0.7978618421052632
102,0.8749061561561562,0.795296052631579
103,0.8737800300300301,0.7970394736842106
104,0.8742961711711712,0.7978618421052632
105,0.8736627252252253,0.7995065789473684
106,0.8756569069069069,0.7986842105263158
107,0.8752815315315314,0.7986842105263158
108,0.8746011636636637,0.7944736842105263
109,0.8771349474474475,0.796578947368421
110,0.872043918918919,0.7983223684210526
111,0.8732169669669669,0.7978618421052632
112,0.8752815315315314,0.8008881578947369
113,0.8754926801801801,0.7999671052631578
114,0.8760322822822822,0.7991447368421053
115,0.8753753753753752,0.7982236842105263
116,0.8743430930930931,0.7935526315789474
117,0.8753049924924925,0.80125
118,0.8700497372372372,0.7974013157894737
119,0.8716920045045045,0.7986842105263158
120,0.8743430930930931,0.796578947368421
121,0.8757272897897898,0.7919078947368421
122,0.8775572447447448,0.7999671052631578
123,0.8750703828828829,0.7995065789473684
124,0.8765953453453453,0.7986842105263158
125,0.8777214714714714,0.8017105263157894
126,0.8730527402402402,0.80125
127,0.8775572447447448,0.7982236842105263
128,0.876290352852853,0.7948355263157895
129,0.875609984984985,0.7939144736842105
130,0.8752815315315314,0.796578947368421
131,0.8752815315315314,0.7978618421052632
132,0.8788475975975977,0.7999671052631578
133,0.8765015015015015,0.80125
134,0.8760322822822822,0.8007894736842105
135,0.876829954954955,0.8007894736842105
136,0.875609984984985,0.7978618421052632
137,0.8734281156156156,0.795296052631579
138,0.8742961711711712,0.7986842105263158
139,0.8734750375375374,0.7991447368421053
140,0.8771349474474475,0.8025328947368421
141,0.8741319444444444,0.8046381578947369
142,0.8768768768768769,0.7999671052631578
143,0.8753519144144145,0.796578947368421
144,0.8753519144144145,0.8020723684210527
145,0.8761261261261261,0.7991447368421053
146,0.8761026651651652,0.7991447368421053
147,0.8765484234234233,0.7930921052631579
148,0.874976539039039,0.7961184210526316
149,0.8771818693693693,0.7991447368421053
150,0.8755396021021021,0.7927302631578947
151,0.873850412912913,0.8004276315789474
152,0.8746480855855855,0.8033552631578947
153,0.8778856981981983,0.7940131578947368
154,0.8736861861861861,0.8020723684210527
155,0.8805837087087087,0.7999671052631578
156,0.8747184684684686,0.80125
157,0.8741788663663664,0.8007894736842105
158,0.8741788663663664,0.7956578947368421
159,0.8729588963963963,0.80125
160,0.8765718843843844,0.8007894736842105
161,0.8731231231231231,0.7982236842105263
162,0.8765249624624626,0.796578947368421
163,0.8770880255255254,0.7974013157894737
164,0.8741788663663664,0.7948355263157895
165,0.8757742117117118,0.7974013157894737
166,0.876290352852853,0.7978618421052632
167,0.8772522522522523,0.7991447368421053
168,0.8769707207207207,0.7974013157894737
169,0.8759384384384384,0.7974013157894737
170,0.8757742117117118,0.7986842105263158
171,0.8765718843843844,0.7986842105263158
172,0.8694866741741741,0.7944736842105263
173,0.875023460960961,0.7948355263157895
174,0.8757742117117118,0.7999671052631578
175,0.8773695570570571,0.7970394736842106
176,0.8746011636636637,0.7986842105263158
177,0.8735923423423423,0.7986842105263158
178,0.8751876876876876,0.7999671052631578
179,0.8744838588588589,0.7986842105263158
180,0.876759572072072,0.8028947368421053
181,0.8768768768768769,0.8004276315789474
182,0.8736627252252253,0.8007894736842105
183,0.8747184684684686,0.7974013157894737
184,0.8732169669669669,0.7940131578947368
185,0.8766188063063064,0.8020723684210527
186,0.873709647147147,0.8029934210526316
187,0.8770411036036037,0.80125
188,0.8758680555555556,0.7978618421052632
189,0.8738269519519519,0.796578947368421
190,0.8741788663663664,0.796578947368421
191,0.8721612237237237,0.7991447368421053
192,0.8743430930930931,0.7986842105263158
193,0.876290352852853,0.7930921052631579
194,0.8746480855855855,0.7969407894736843
195,0.8758680555555556,0.8033552631578947
196,0.874976539039039,0.7982236842105263
197,0.8740850225225226,0.7986842105263158
198,0.8722785285285286,0.8017105263157894
199,0.874976539039039,0.796578947368421
200,0.8756569069069069,0.7983223684210526
201,0.8755396021021021,0.7999671052631578
202,0.8763607357357357,0.7982236842105263
203,0.8737800300300301,0.7948355263157895
204,0.8754457582582583,0.796578947368421
205,0.8782376126126126,0.7991447368421053
206,0.8744603978978979,0.796578947368421
207,0.871433933933934,0.7919078947368421
208,0.8734750375375374,0.7974013157894737
209,0.873240427927928,0.7978618421052632
210,0.875023460960961,0.7957565789473684
211,0.8736392642642643,0.8007894736842105
212,0.8753284534534534,0.7982236842105263
213,0.8765953453453453,0.7978618421052632
214,0.876829954954955,0.7978618421052632
215,0.874390015015015,0.7983223684210526
216,0.8743430930930931,0.7948355263157895
217,0.875023460960961,0.7986842105263158
218,0.8754926801801801,0.7957565789473684
219,0.8720673798798799,0.8017105263157894
220,0.8744134759759761,0.80125
221,0.8735219594594594,0.794375
222,0.8749296171171171,0.7999671052631578
223,0.8742727102102102,0.7978618421052632
224,0.8751876876876876,0.7986842105263158
225,0.8761730480480481,0.7978618421052632
226,0.8772991741741741,0.796578947368421
227,0.8722785285285286,0.7986842105263158
228,0.873240427927928,0.7991447368421053
229,0.8745542417417417,0.7974013157894737
230,0.875609984984985,0.7986842105263158
231,0.8769237987987989,0.7927302631578947
232,0.8769237987987989,0.7982236842105263
233,0.874953078078078,0.7969407894736843
234,0.8738738738738739,0.8020723684210527
235,0.876290352852853,0.795296052631579
236,0.8755161411411411,0.7991447368421053
237,0.8776276276276276,0.80125
238,0.8774634009009009,0.8020723684210527
239,0.8744838588588589,0.80125
240,0.8741319444444444,0.8033552631578947
241,0.8741788663663664,0.7986842105263158
242,0.8773460960960962,0.7991447368421053
243,0.8770411036036037,0.7982236842105263
244,0.8742023273273274,0.7982236842105263
245,0.8753519144144145,0.7983223684210526
246,0.8720673798798799,0.7978618421052632
247,0.8758211336336336,0.8028947368421053
248,0.8753049924924925,0.7978618421052632
249,0.8771818693693693,0.795296052631579
250,0.8749061561561562,0.8004276315789474
251,0.8752580705705707,0.7961184210526316
252,0.8753519144144145,0.8003289473684211
253,0.8760088213213212,0.7999671052631578
254,0.8751876876876876,0.7978618421052632
255,0.8756569069069069,0.7922697368421052
256,0.8738269519519519,0.7978618421052632
257,0.8753049924924925,0.7990460526315789
258,0.8739207957957957,0.7978618421052632
259,0.8737565690690691,0.7940131578947368
260,0.8780264639639639,0.80125
261,0.876829954954955,0.8017105263157894
262,0.8741319444444444,0.7948355263157895
263,0.875609984984985,0.7974013157894737
264,0.877416478978979,0.7983223684210526
265,0.8759853603603605,0.7927302631578947
266,0.8737565690690691,0.7999671052631578
267,0.8722081456456455,0.7998684210526316
268,0.8737565690690691,0.7999671052631578
269,0.8730058183183184,0.7978618421052632
270,0.8765484234234233,0.7999671052631578
271,0.8753284534534534,0.7986842105263158
272,0.8735454204204205,0.796578947368421
273,0.8735923423423423,0.7995065789473684
274,0.8742257882882882,0.7961184210526316
275,0.8747653903903904,0.7948355263157895
276,0.8769237987987989,0.7978618421052632
277,0.87743993993994,0.80125
278,0.8759149774774774,0.7991447368421053
279,0.876829954954955,0.7956578947368421
280,0.8753049924924925,0.7978618421052632
281,0.8753988363363363,0.7969407894736843
282,0.8745307807807807,0.8007894736842105
283,0.8749061561561562,0.7991447368421053
284,0.8743665540540541,0.7999671052631578
285,0.877416478978979,0.7999671052631578
286,0.8765015015015015,0.8003289473684211
287,0.8724427552552552,0.7974013157894737
288,0.8742961711711712,0.7944736842105263
289,0.8758680555555556,0.796578947368421
290,0.8751642267267267,0.8025328947368421
291,0.8724896771771772,0.8008881578947369
292,0.8765718843843844,0.7969407894736843
293,0.8745073198198199,0.7978618421052632
294,0.8766422672672671,0.803717105263158
295,0.8742961711711712,0.7995065789473684
296,0.8783079954954955,0.80125
297,0.8769237987987989,0.7986842105263158
298,0.8739207957957957,0.7974013157894737
299,0.8748357732732733,0.7991447368421053
300,0.8750703828828829,0.7982236842105263
301,0.8760322822822822,0.7974013157894737
302,0.878566066066066,0.7949342105263157
303,0.8750703828828829,0.794375
304,0.8758680555555556,0.7982236842105263
305,0.8759149774774774,0.7969407894736843
306,0.8741319444444444,0.7995065789473684
307,0.8753519144144145,0.796578947368421
308,0.8758680555555556,0.8054605263157896
309,0.874976539039039,0.8007894736842105
310,0.8746011636636637,0.7986842105263158
311,0.8742961711711712,0.7948355263157895
312,0.8739677177177178,0.80125
313,0.8734515765765767,0.8025328947368421
314,0.8747184684684686,0.7977631578947368
315,0.875023460960961,0.7974013157894737
316,0.8759853603603605,0.8025328947368421
317,0.8741554054054054,0.7982236842105263
318,0.8752346096096096,0.7983223684210526
319,0.8753519144144145,0.7944736842105263
320,0.8740381006006006,0.8020723684210527
321,0.877416478978979,0.7978618421052632
322,0.8743430930930931,0.7926315789473685
323,0.8735688813813814,0.7978618421052632
324,0.8768768768768769,0.7999671052631578
325,0.8751407657657658,0.794375
326,0.8744838588588589,0.8003289473684211
327,0.8737565690690691,0.7974013157894737
328,0.8751876876876876,0.8046381578947369
329,0.8728650525525525,0.7983223684210526
330,0.8752580705705707,0.795296052631579
331,0.8756569069069069,0.8007894736842105
332,0.8734515765765767,0.7991447368421053
333,0.8766657282282282,0.7982236842105263
334,0.8739442567567568,0.7995065789473684
335,0.8735923423423423,0.7977631578947368
336,0.8771818693693693,0.7905263157894736
337,0.8742727102102102,0.7974013157894737
