epoch,train_acc,test_acc
1,0.22419294294294295,0.4944736842105263
2,0.503049924924925,0.54875
3,0.5469923048048049,0.5041447368421053
4,0.55590746996997,0.5711513157894736
5,0.5701717342342343,0.616842105263158
6,0.5946649774774775,0.6380263157894737
7,0.61596753003003,0.6566776315789473
8,0.6233108108108109,0.647796052631579
9,0.6468186936936937,0.6672697368421052
10,0.6666901276276276,0.6879276315789473
11,0.6846377627627628,0.6911184210526315
12,0.6915822072072072,0.6911184210526315
13,0.6956644144144144,0.6877302631578948
14,0.6992774024024024,0.7005592105263158
15,0.705494557057057,0.7135197368421052
16,0.7147616366366367,0.725592105263158
17,0.7252017642642643,0.7155263157894737
18,0.7285801426426427,0.7216447368421053
19,0.7395129504504505,0.7352631578947368
20,0.7453547297297297,0.7386513157894737
21,0.7485219594594594,0.7303289473684211
22,0.7564986861861862,0.734703947368421
23,0.7547156531531531,0.7389144736842105
24,0.757835960960961,0.7401973684210527
25,0.764334647147147,0.7429276315789474
26,0.7663288288288289,0.7381907894736842
27,0.7664461336336336,0.7513486842105263
28,0.7731794294294294,0.7485197368421053
29,0.778246996996997,0.7546381578947369
30,0.7836430180180181,0.7491447368421053
31,0.7888748123123124,0.749703947368421
32,0.7846283783783784,0.7582894736842105
33,0.7907751501501502,0.76625
34,0.7869510135135135,0.7541776315789473
35,0.7966403903903904,0.7554605263157894
36,0.7978838213213213,0.7590131578947369
37,0.8013795045045046,0.7649671052631579
38,0.8026463963963965,0.7603947368421052
39,0.8071743618618619,0.7690789473684211
40,0.8099896771771772,0.7619407894736842
41,0.8114677177177178,0.764046052631579
42,0.8065643768768769,0.7637828947368421
43,0.8125,0.7532565789473684
44,0.813109984984985,0.7656907894736843
45,0.8151980105105106,0.7702631578947369
46,0.8204298048048049,0.7749342105263158
47,0.8195852102102102,0.772828947368421
48,0.828195382882883,0.7794078947368421
49,0.8238551051051051,0.7784868421052632
50,0.826928490990991,0.775921052631579
51,0.8256615990990991,0.7794078947368421
52,0.828711524024024,0.7798684210526317
53,0.8277730855855856,0.7783881578947368
54,0.8327468093093092,0.7793092105263157
55,0.8305180180180181,0.7753618421052632
56,0.8338963963963965,0.7817763157894737
57,0.833567942942943,0.7742763157894736
58,0.8336148648648649,0.785625
59,0.8355855855855856,0.775921052631579
60,0.8353040540540541,0.7792105263157895
61,0.8375328453453453,0.7770065789473685
62,0.8371809309309309,0.7835197368421053
63,0.8381662912912913,0.7825
64,0.8382835960960962,0.7876315789473685
65,0.8387997372372372,0.7838815789473684
66,0.8385416666666667,0.7837828947368422
67,0.8398085585585586,0.7817763157894737
68,0.8391985735735735,0.7842434210526316
69,0.840113551051051,0.7872697368421053
70,0.8390108858858859,0.7816776315789473
71,0.839550487987988,0.7892763157894737
72,0.843679617117117,0.7855263157894737
73,0.8419904279279279,0.7838815789473684
74,0.8451811186186187,0.7885526315789474
75,0.842553490990991,0.788092105263158
76,0.8427177177177178,0.7854276315789473
77,0.8474802927927928,0.7876315789473685
78,0.8459787912912913,0.7771052631578947
79,0.8438673048048049,0.7901973684210526
80,0.841943506006006,0.7879934210526316
81,0.8468233858858859,0.7843421052631578
82,0.8438673048048049,0.7852631578947369
83,0.8449934309309309,0.7901973684210526
84,0.8460960960960962,0.7859868421052632
85,0.8465183933933934,0.7914802631578948
86,0.843773460960961,0.785625
87,0.8441019144144144,0.7855263157894737
88,0.8488410285285286,0.7804934210526316
89,0.8456268768768769,0.7822368421052632
90,0.8474568318318318,0.7825986842105263
91,0.84618993993994,0.7877302631578947
92,0.8459787912912913,0.7864473684210527
93,0.849192942942943,0.7872697368421053
94,0.8487941066066066,0.7852631578947369
95,0.845556493993994,0.7877302631578947
96,0.8445476726726727,0.7847039473684211
97,0.8450168918918919,0.7877302631578947
98,0.8463776276276276,0.7800328947368421
99,0.849192942942943,0.7863486842105264
100,0.8466826201201201,0.7808552631578948
101,0.8490521771771772,0.7855263157894737
102,0.8474099099099099,0.7855263157894737
103,0.8471987612612613,0.788092105263158
104,0.847949512012012,0.7892763157894737
105,0.8463541666666667,0.788453947368421
106,0.8505302177177178,0.7825
107,0.8468233858858859,0.7897368421052632
108,0.8499436936936937,0.7847039473684211
109,0.8487941066066066,0.7813157894736843
110,0.8493571696696697,0.7842434210526316
111,0.8490990990990991,0.7851644736842105
112,0.8474568318318318,0.7864473684210527
113,0.8490052552552552,0.7842434210526316
114,0.8499436936936937,0.7837828947368422
115,0.8506475225225225,0.7867105263157894
116,0.8487941066066066,0.7847039473684211
117,0.848536036036036,0.7833223684210526
118,0.8492633258258259,0.7850657894736842
119,0.8483014264264265,0.7863486842105264
120,0.8482545045045046,0.7825
121,0.8474802927927928,0.7876315789473685
122,0.8496856231231231,0.7820394736842106
123,0.8492164039039038,0.788453947368421
124,0.8468703078078078,0.7850657894736842
125,0.8472691441441441,0.7863486842105264
126,0.8477383633633633,0.7825
127,0.8505302177177178,0.7910197368421052
128,0.8489583333333333,0.7858881578947369
129,0.8492867867867868,0.7850657894736842
130,0.8459084084084084,0.7868092105263158
131,0.849756006006006,0.7833223684210526
132,0.8496387012012011,0.7847039473684211
133,0.8510698198198198,0.7812171052631579
134,0.8495448573573573,0.7872697368421053
135,0.8514686561561562,0.7876315789473685
136,0.8514217342342343,0.7855263157894737
137,0.850272147147147,0.7850657894736842
138,0.8477149024024024,0.7829605263157895
139,0.8506944444444444,0.7876315789473685
140,0.851585960960961,0.7829605263157895
141,0.8507179054054054,0.7813157894736843
142,0.8483248873873873,0.7851644736842105
143,0.8500140765765766,0.7877302631578947
144,0.8493571696696697,0.7872697368421053
145,0.8506240615615616,0.7834210526315789
146,0.8471049174174173,0.7863486842105264
147,0.846706081081081,0.7842434210526316
148,0.8486298798798799,0.7834210526315789
149,0.8493102477477478,0.789375
150,0.8504832957957957,0.7864473684210527
151,0.8504363738738738,0.788092105263158
152,0.8501079204204205,0.7855263157894737
153,0.849756006006006,0.7808552631578948
154,0.8494275525525525,0.7829605263157895
155,0.8478322072072072,0.7868092105263158
156,0.8507413663663664,0.7847039473684211
157,0.8507413663663664,0.7850657894736842
158,0.8503190690690691,0.7850657894736842
159,0.8483718093093092,0.7868092105263158
160,0.8506006006006006,0.7842434210526316
161,0.8504598348348349,0.7855263157894737
162,0.8517501876876876,0.7842434210526316
163,0.8477149024024024,0.7761842105263158
164,0.8505302177177178,0.7816776315789473
165,0.847316066066066,0.7803947368421053
166,0.8474099099099099,0.7855263157894737
167,0.8483014264264265,0.7876315789473685
168,0.8511636636636637,0.7889144736842105
169,0.8487237237237237,0.7876315789473685
170,0.8505302177177178,0.7868092105263158
171,0.8492398648648649,0.788092105263158
172,0.8456737987987989,0.7842434210526316
173,0.8458380255255254,0.789375
174,0.8498498498498498,0.7842434210526316
175,0.8507413663663664,0.7842434210526316
176,0.8501079204204205,0.7838815789473684
177,0.8501079204204205,0.7833223684210526
178,0.8506709834834835,0.7850657894736842
179,0.8502486861861862,0.7906578947368421
180,0.8472222222222222,0.7868092105263158
181,0.847996433933934,0.7859868421052632
182,0.8501079204204205,0.7859868421052632
183,0.8487237237237237,0.788092105263158
184,0.8501079204204205,0.7855263157894737
185,0.8498967717717718,0.7816776315789473
186,0.8492164039039038,0.7816776315789473
187,0.8496856231231231,0.7885526315789474
188,0.8478791291291291,0.7871710526315789
189,0.8464714714714714,0.7842434210526316
190,0.8521255630630631,0.7901973684210526
191,0.8495213963963965,0.7868092105263158
192,0.8496152402402403,0.788092105263158
193,0.847362987987988,0.7859868421052632
194,0.847316066066066,0.7829605263157895
195,0.8489348723723724,0.789375
196,0.8470579954954954,0.7859868421052632
197,0.8487471846846847,0.7821381578947368
198,0.8513044294294294,0.7868092105263158
199,0.8477618243243243,0.7820394736842106
200,0.8492398648648649,0.7863486842105264
201,0.8487941066066066,0.7847039473684211
202,0.8490990990990991,0.7863486842105264
203,0.8518909534534534,0.7842434210526316
204,0.8506006006006006,0.7842434210526316
205,0.8497794669669669,0.7834210526315789
206,0.8495683183183184,0.7846052631578948
207,0.8502017642642643,0.7847039473684211
208,0.8510698198198198,0.7808552631578948
209,0.8490052552552552,0.788092105263158
210,0.8517032657657657,0.7829605263157895
211,0.8488410285285286,0.7885526315789474
212,0.8486768018018018,0.7770065789473685
