epoch,train_accuracy,test_accuracy,train_recall,test_recall,train_precision,test_precision
30,0.8267492867412118,0.7761004538645957,0.8421444640137523,0.7901681763413309,0.8953017910289116,0.7901681763413309
31,0.8285552952241502,0.7758445065366385,0.8442350688636469,0.7896086253805797,0.8979571034744026,0.7896086253805797
32,0.8312719917038784,0.7776473903259916,0.8461539350734467,0.7914061453113508,0.9001028005352782,0.7914061453113508
33,0.8326920274009951,0.7789589670967355,0.8477598678311651,0.793144027086624,0.9020076510171376,0.793144027086624
34,0.8354139747937346,0.7817188323540819,0.8503519374678775,0.7953936735350314,0.904392934818158,0.7953936735350314
35,0.8367075252850267,0.7800822895764877,0.8520078736695726,0.7938710074270787,0.9052124766974099,0.7938710074270787
36,0.8362195884581979,0.7840158095928693,0.851456972933404,0.7990256174121481,0.9052810258318069,0.7990256174121481
37,0.8420929957610958,0.7881531807409672,0.8576685065452463,0.8017056121657977,0.9119300281811442,0.8017056121657977
38,0.8434700155120322,0.7897198598527141,0.8582058189789609,0.8032491261749755,0.913573422918847,0.8032491261749755
39,0.844464038836272,0.7885889354177185,0.8594592409406944,0.8031634894977505,0.9143882731232063,0.8031634894977505
40,0.8452599063044506,0.7887944920730265,0.8605235639200318,0.8026042003165894,0.9154229983186455,0.8026042003165894
41,0.8472898359737253,0.7914943688010407,0.8625805412054098,0.805722523661768,0.9171153060109531,0.805722523661768
42,0.8472472736508647,0.7899139877652892,0.8628236949026404,0.8047231845114741,0.9177508964250036,0.8047231845114741
43,0.8474761605982717,0.7901217555770322,0.862902488708916,0.8042333066291486,0.9172549321338384,0.8042333066291486
44,0.8499932415164494,0.7912395867864358,0.8654808262939501,0.8061265955013867,0.9200575430893511,0.8061265955013867
45,0.8503925316593712,0.7908513309323021,0.8655373226614363,0.8051499708316324,0.9203712577105434,0.8051499708316324
46,0.8500233514297328,0.789923240755016,0.8653702850859166,0.8043432391448977,0.9200047617932662,0.8043432391448977
47,0.8515610389588528,0.791471983081118,0.8670100383320577,0.8063615829560693,0.9220941222096355,0.8063615829560693
48,0.8537022814406942,0.7924610138919911,0.8686758238005284,0.8078678427326906,0.9231858106551185,0.8078678427326906
49,0.8523331017903957,0.7934874921109046,0.8670955346007869,0.8083073928367106,0.9218886433506969,0.8083073928367106
50,0.8545114113353676,0.7924510818897154,0.869460188256538,0.8072816705382452,0.9242130204245158,0.8072816705382452
51,0.8539543298562139,0.7950614270271377,0.8690610395564113,0.8093678131908987,0.9240786953002356,0.8093678131908987
52,0.8556724590112851,0.7917115056092434,0.8704935219498641,0.8064315846791772,0.9255943448292779,0.8064315846791772
53,0.854964951204841,0.7936842773819504,0.8698394845992009,0.8080068202475349,0.9248251135645108,0.8080068202475349
54,0.8559195140213719,0.7955411795143266,0.8707773099187226,0.8099520879470539,0.9256645387722395,0.8099520879470539
55,0.8555690032350354,0.7958704918621468,0.8703057485721144,0.8100548001921717,0.9253999535310916,0.8100548001921717
56,0.8564230536255877,0.79653560105155,0.871335997765948,0.8108772563052987,0.926407074634195,0.8108772563052987
57,0.8556261156305471,0.7974398446501137,0.8702565052463291,0.8111084818811936,0.9255434000523285,0.8111084818811936
58,0.8565159182007593,0.7948518958116165,0.871012853356669,0.8094444709615112,0.9268977926835069,0.8094444709615112
59,0.8581168544314789,0.7952358464320052,0.8728870987164429,0.8093161302568681,0.9279722676257274,0.8093161302568681
60,0.8577646708778208,0.7958172604954649,0.8724811119268511,0.8103974313736806,0.9278944399474534,0.8103974313736806
61,0.8594978431822904,0.7957258685220748,0.8739936327641489,0.8097257030038719,0.9293466925559559,0.8097257030038719
62,0.8582041392678867,0.797362022725492,0.8732404232380598,0.8123107117636802,0.9287877726811877,0.8123107117636802
63,0.8599849273594301,0.798029219760738,0.8748475475141563,0.8121471815724196,0.9303016815154092,0.8121471815724196
64,0.8590203341279693,0.7972115010843286,0.8736597818687499,0.8118244000775804,0.9287381678960921,0.8118244000775804
65,0.8598230177669844,0.7965207961578492,0.8746732626945007,0.8108408621311521,0.9300184525915551,0.8108408621311521
66,0.8595696220176591,0.7959184630009957,0.874298994732654,0.8103366802201717,0.929905714201473,0.8103366802201717
67,0.8595954095179739,0.7964275891899292,0.8740880005301944,0.8106663512541427,0.9294412733843537,0.8106663512541427
68,0.8597510642478144,0.7964083052770072,0.8742375460054359,0.810927590691858,0.9297083750822591,0.810927590691858
69,0.8590163455570164,0.797709186937102,0.8739478437572583,0.8120414958305584,0.9293264027019605,0.8120414958305584
70,0.8616655264597097,0.7970186478690929,0.8763752783200988,0.8117171840033065,0.9313835769884875,0.8117171840033065
71,0.8606878441207485,0.7982673222099451,0.8755646563403916,0.8131202146273587,0.9309019615057559,0.8131202146273587
72,0.8621598964359929,0.7972558561897057,0.8768807466787705,0.812018497716818,0.9320797416249424,0.812018497716818
73,0.8613569842709811,0.7967213990141014,0.8761146662882812,0.811875526411163,0.9315767708853647,0.811875526411163
74,0.8615918830527547,0.7960019786316995,0.8766531453126124,0.8100675282248019,0.9318897360080395,0.8100675282248019
75,0.860859789377581,0.7985609622918489,0.8757751796887171,0.8125806574595792,0.9308685234036795,0.8125806574595792
76,0.8624697595274998,0.7988483814565605,0.877289770089271,0.813037055320645,0.9322401125040636,0.813037055320645
77,0.8632355149409705,0.7978875934955428,0.8776789487684641,0.8129420756742051,0.9330339372928658,0.8129420756742051
78,0.862014742038278,0.7979362413137637,0.8770753506057144,0.8124464151642095,0.9324203301039238,0.8124464151642095
79,0.8628772938225406,0.7989841824302732,0.8778196734769084,0.8131679734325853,0.9330327773664827,0.8131679734325853
80,0.8638487192407557,0.7978074873034351,0.8785625321807046,0.812243820035431,0.9340676490548143,0.812243820035431
81,0.8618410065475781,0.7972118184254192,0.8765829389193031,0.8120997240658785,0.9317710786237573,0.8120997240658785
82,0.863414412774871,0.7992628906559545,0.8781326491661642,0.8135681980078234,0.9332311923567502,0.8135681980078234
83,0.8629219821196253,0.8003519622384773,0.8777995931655005,0.8150388857147245,0.9332994560003489,0.8150388857147245
84,0.8621948494869976,0.8009916721849063,0.876795351834644,0.8154799496884905,0.9323097620385566,0.8154799496884905
85,0.8650959228862001,0.8001089284234966,0.8795020119098048,0.8145629172787531,0.9346605044261295,0.8145629172787531
86,0.8632939963463532,0.7987594663609608,0.8782369393452312,0.8131115362948426,0.9332720856772195,0.8131115362948426
87,0.8645841027735396,0.7999352344628551,0.8790389605579993,0.8143532280158335,0.9346479355218195,0.8143532280158335
88,0.8632980647751525,0.8000189784840779,0.8782949936056882,0.8142572638265579,0.9336996716081537,0.8142572638265579
89,0.8644912205011667,0.7987678401486314,0.8790264835501509,0.8129825696175806,0.9340603227997201,0.8129825696175806
90,0.8639707292117023,0.7989386955455324,0.8785459593620372,0.813356654115344,0.9337136331550394,0.813356654115344
91,0.8629279420283557,0.8005096155040277,0.8777717582662434,0.8152300287979807,0.9328028203195614,0.8152300287979807
92,0.8640173050207846,0.798486229334507,0.8784037586552687,0.8130195917062458,0.9341913880390442,0.8130195917062458
93,0.8650401985204046,0.8014177078016588,0.8795693973757918,0.8157814915606529,0.9349266970009158,0.8157814915606529
94,0.8639898275197317,0.7992767062824977,0.8787318095981108,0.8136913879410798,0.9341630118393511,0.8136913879410798
95,0.86445175573143,0.799776310905468,0.8790651002716062,0.8142321596797857,0.9342357806504011,0.8142321596797857
96,0.8650247356481928,0.8003782084247962,0.8796286698500785,0.8148155589582728,0.9350186057122442,0.8148155589582728
97,0.8635214514491694,0.8001812750766993,0.8780842799823895,0.8145411868773124,0.9335548391960222,0.8145411868773124
98,0.8654098144393249,0.7999485375149908,0.8798862737475526,0.8143263784206035,0.9346562929258242,0.8143263784206035
99,0.8639250707786027,0.7996001656305435,0.8788052959273743,0.8141299546760986,0.9340277257464757,0.8141299546760986
100,0.8651014307529538,0.7997977040830903,0.8796626630255833,0.8137308085649497,0.9351919061221516,0.8137308085649497
101,0.8647113233327173,0.7995229233772903,0.8796397110870446,0.8138833500565046,0.934884777982434,0.8138833500565046
102,0.8630303130576239,0.7993372100757419,0.8778230171439205,0.8137121469872085,0.9334319039715244,0.8137121469872085
103,0.8652969039232826,0.8005651086034714,0.8798612406756114,0.8150726035751468,0.9355979846666231,0.8150726035751468
104,0.8647409764131467,0.7999644206698956,0.8792937114421818,0.8147419521429904,0.9348177510113895,0.8147419521429904
105,0.864780669865557,0.8000885629307514,0.8792485023292533,0.8146416594171805,0.9347806610552145,0.8146416594171805
106,0.8648389574689141,0.8003659484623042,0.8794641169368388,0.8149948706590636,0.9344496616354874,0.8149948706590636
107,0.8647427408682006,0.8001031226089715,0.8794114170872311,0.8148370403039102,0.9347365530674682,0.8148370403039102
108,0.8656203874833732,0.799755324845539,0.8805011475634835,0.8144345780957476,0.9354349941353289,0.8144345780957476
109,0.8657834198146043,0.8001957966270351,0.8804723574307345,0.8150684920820648,0.9355054922136394,0.8150684920820648
110,0.8661589628712789,0.8003366202502703,0.8808134176419695,0.8147630147775065,0.9360709970213319,0.8147630147775065
111,0.8650179083111349,0.8013921416423139,0.8799897628298738,0.8158248866143094,0.9355259099159768,0.8158248866143094
112,0.8654375489487753,0.8009804007649826,0.8799868574214358,0.8155026421270261,0.9349867969951674,0.8155026421270261
113,0.8649072961425247,0.7991354430799724,0.879642947771329,0.81389899531428,0.9350398147239665,0.81389899531428
114,0.8654454235474786,0.7992530845148241,0.8801582738828341,0.8142070435772912,0.9355442249342918,0.8142070435772912
115,0.8652061605163626,0.8002207229161399,0.8800874862692747,0.814858302359869,0.935270419250888,0.814858302359869
116,0.8644829671160421,0.8001873280630959,0.8798166118428724,0.8149464782005723,0.934953821971679,0.8149464782005723
117,0.8645077107328946,0.8002012321474897,0.8792587309654339,0.8148782028982093,0.9343769814015349,0.8148782028982093
118,0.8642278233007947,0.8014047305393238,0.8790568714155244,0.8160580231928042,0.9341657772411119,0.8160580231928042
119,0.8659100142752323,0.8000342102622663,0.8805800482246123,0.8148044136168718,0.9359541183642747,0.8148044136168718
120,0.8647461357612685,0.8006811916787998,0.8795201145471301,0.8153441035149028,0.934734980049712,0.8153441035149028
121,0.8659395790003064,0.7993748066767004,0.8804283686376649,0.8140964617571508,0.9354282348356009,0.8140964617571508
122,0.8660243678655904,0.8008295144960365,0.8804844110138229,0.815775728989612,0.9356342563066892,0.815775728989612
123,0.8644002845357464,0.8001843620875886,0.8793237836234019,0.8148200493100698,0.9347098683894765,0.8148200493100698
124,0.8663444233134687,0.8001509124990754,0.8811338122515906,0.8148611683855407,0.9365749618684887,0.8148611683855407
125,0.8651610985776886,0.7997149582269799,0.8798555870665573,0.814431880015363,0.9349980901415051,0.814431880015363
126,0.866075584502449,0.8007062049620853,0.880743361042698,0.8153307590162643,0.9360421776883829,0.8153307590162643
127,0.8658609779393984,0.8000859808136241,0.8805537126199546,0.8148097726496893,0.9360746788553707,0.8148097726496893
128,0.8645331030175765,0.8009594539053304,0.8793916917546448,0.8157716817386091,0.934963606396084,0.8157716817386091
129,0.8649212650216457,0.7994594383631817,0.8799034257788197,0.8141362503998804,0.9352918013286315,0.8141362503998804
130,0.8651252491235424,0.8004437659524402,0.8796177166597992,0.8153552449000467,0.9352140210979496,0.8153552449000467
131,0.8656492094470364,0.800172155904108,0.8799516798378734,0.814499184991331,0.9350755475922887,0.814499184991331
132,0.8664515587995106,0.8001798780542096,0.8810558410536415,0.8148046068213387,0.9361086893017697,0.8148046068213387
133,0.8645255268264066,0.8006168340274132,0.8791810390021393,0.8151905313096877,0.9344008363288497,0.8151905313096877
134,0.8652378232803278,0.8005557335929212,0.8798403263033694,0.8150058627498463,0.9353059720537398,0.8150058627498463
135,0.8657619982105604,0.80055853697061,0.8804048856722175,0.8150899659934171,0.9359775218581022,0.8150899659934171
136,0.8651508197502484,0.8000558250047775,0.8798589994782878,0.8146260490701135,0.9351524007366641,0.8146260490701135
137,0.8656366116485931,0.8004195272840043,0.880531738729874,0.8147818837761551,0.9358719779104825,0.8147818837761551
138,0.8655614554934737,0.8002509012597112,0.8800929614852935,0.8144192911183533,0.935230384013308,0.8144192911183533
139,0.8645691314368115,0.7989951482329597,0.8793788741713177,0.8136924329581312,0.9350170562944,0.8136924329581312
140,0.8655078141505728,0.7994203932069491,0.8800081781947917,0.8140702136868998,0.9355544687827052,0.8140702136868998
141,0.8667077666038735,0.7999636573876213,0.8813726988792311,0.8146887840909137,0.9369032974094359,0.8146887840909137
142,0.866278198393285,0.8000189350666926,0.8810296390008509,0.8145924587518841,0.9364626620279521,0.8145924587518841
143,0.8653023056104728,0.8000028927195384,0.8800051366554781,0.814603971633916,0.9355799381050497,0.814603971633916
144,0.8651610198858098,0.8005194736416797,0.8797562021202712,0.8150131920856457,0.9352079320109453,0.8150131920856457
145,0.8658860097834296,0.7994679894143567,0.8804895109303922,0.8142524801030817,0.9356467075211494,0.8142524801030817
146,0.8658424505583119,0.8006253305604963,0.8804553027650455,0.8151740878879132,0.9356446809019353,0.8151740878879132
147,0.8653296622808505,0.7998339876704317,0.8800726409517773,0.8144460547193355,0.9354301144663867,0.8144460547193355
148,0.8653511506583985,0.8002416950349719,0.8801581332124923,0.8149093566403004,0.935318125760648,0.8149093566403004
149,0.8668717122994303,0.8004236435883587,0.8813627367067164,0.8148191416316571,0.9369793172477323,0.8148191416316571
150,0.8653482832053276,0.8004032762986327,0.8802405439375633,0.8149824180572843,0.935100944256636,0.8149824180572843
