accuracy,recall,precision
0.8988095238095238,0.9089657738095238,0.9555989583333334
0.8767903645833335,0.8835611979166667,0.93359375
0.8639183407738095,0.8730282738095239,0.923828125
0.86867917239011,0.8769531250000001,0.9313616071428572
0.9085984002976191,0.916215587797619,0.9596354166666666
0.8780691964285714,0.882421875,0.9296875
0.8942057291666666,0.8949869791666667,0.935546875
0.9293619791666666,0.9336588541666666,0.9664713541666667
0.887411644345238,0.8951822916666666,0.9427083333333334
0.8682792467948717,0.8712890624999999,0.9323381696428571
0.897522941468254,0.9024522569444444,0.94921875
0.9010184151785715,0.9054966517857145,0.9368489583333334
0.9085286458333334,0.9095052083333334,0.962890625
0.9080636160714286,0.91015625,0.953125
0.8967261904761905,0.9079427083333335,0.9470052083333333
0.8731228298611111,0.8778428819444444,0.9147135416666666
0.8752325148809524,0.8818359375,0.927734375
0.8793898809523811,0.8845982142857143,0.9258463541666666
0.8706752232142858,0.8740234375000001,0.9244791666666666
0.8869745163690476,0.8950660342261905,0.9459635416666666
0.8957031249999999,0.9023437500000001,0.9533203125
0.9139849950396827,0.9220765128968255,0.9589843749999999
0.8993396577380952,0.9059244791666666,0.9375
0.9025716145833335,0.9090820312500001,0.9463541666666666
0.8937779017857143,0.8976841517857143,0.947265625
0.9090355282738095,0.9181315104166667,0.9654947916666666
0.892875744047619,0.8950520833333333,0.921875
0.8516090029761905,0.8544921875,0.912109375
0.9003115699404761,0.9148763020833334,0.953125
0.8914527529761904,0.8999348958333334,0.9319661458333334
0.8752712673611112,0.8786892361111112,0.9251302083333334
0.883984375,0.8871093750000002,0.921875
0.8894159226190478,0.8946614583333334,0.935546875
0.8972842261904762,0.8997395833333334,0.94921875
0.863778831845238,0.8706984747023809,0.912109375
0.8642578125,0.8684895833333333,0.9195963541666666
0.9062500000000001,0.9083333333333334,0.9625651041666666
0.8772977239774117,0.8867621527777778,0.9333147321428571
0.8840680803571428,0.8882533482142857,0.9479166666666666
0.8839285714285714,0.8869977678571428,0.93359375
0.8816173735119047,0.8881463913690477,0.9270833333333333
0.9185314360119047,0.9282552083333334,0.96796875
0.8927176339285715,0.8974609375000001,0.939453125
0.8944325206043957,0.9004278273809525,0.9417782738095238
0.8850167410714286,0.89033203125,0.9303385416666667
0.8845331101190477,0.8901134672619049,0.93359375
0.8961030505952381,0.8989862351190476,0.94921875
0.8865606398809525,0.8910807291666668,0.9485677083333334
0.8917317708333333,0.8950520833333333,0.9244791666666666
0.8591321113782052,0.8644205729166669,0.9196428571428571
0.8801866319444446,0.8832465277777778,0.934765625
0.88125,0.8859375,0.9423828125
0.8779146634615385,0.8805989583333333,0.9126767113095238
0.8581798735119047,0.8698567708333333,0.916015625
0.9215029761904762,0.9231770833333334,0.9518229166666667
0.8863188244047618,0.8931454613095238,0.9186197916666667
0.8826884920634921,0.8903521825396825,0.94140625
0.9109933035714286,0.9140625,0.9537760416666667
0.9001151842948718,0.9022786458333334,0.9489397321428572
0.8808593750000001,0.8933407738095238,0.9339192708333334
0.874321056547619,0.8804036458333333,0.93359375
0.8808841765873017,0.8891059027777778,0.9381510416666666
0.8772786458333334,0.8772786458333334,0.919921875
0.8707542782738095,0.8809244791666667,0.9306640625
0.8633463541666666,0.8660807291666667,0.91796875
0.883603050595238,0.8904947916666666,0.9368489583333334
0.8965995592948718,0.8979817708333334,0.9508928571428571
0.8897569444444445,0.8944769965277778,0.9420572916666666
0.8837926396520147,0.8909505208333334,0.9499162946428571
0.8997932406135531,0.9042317708333334,0.9379185267857142
0.8669921875000001,0.8811941964285714,0.912109375
0.8925223214285714,0.9035156249999999,0.9283854166666666
0.8659691220238095,0.8729166666666667,0.90625
0.904296875,0.91015625,0.9303385416666666
0.8985770089285714,0.9013671875,0.943359375
0.8927641369047619,0.894438244047619,0.943359375
0.8889198908730159,0.8959418402777779,0.9283854166666666
0.9230375744047619,0.9259114583333332,0.953125
0.8764183407738096,0.88818359375,0.9479166666666666
0.9165271577380952,0.9182012648809524,0.947265625
0.888969494047619,0.900102306547619,0.9404296875
0.8872023809523809,0.8932291666666666,0.9440104166666666
0.8714192708333333,0.8737630208333332,0.8968098958333333
0.916220238095238,0.9244233630952381,0.9609375
0.8764451694139195,0.883882068452381,0.9339657738095237
0.9198288690476191,0.9235677083333333,0.9482421875
0.9086743551587302,0.9138826884920636,0.9573567708333334
0.8760695684523809,0.8806268601190477,0.9326171875
0.8850074404761904,0.891322544642857,0.9321614583333333
0.9065910218253969,0.9132409474206349,0.9430338541666667
0.8734421502976191,0.884370349702381,0.9254557291666666
0.8837890625000002,0.8892578125000002,0.931640625
0.8980003720238096,0.9053385416666667,0.9475911458333334
0.9083658854166666,0.91591796875,0.9684244791666667
0.8785342261904762,0.8896484375,0.9352213541666666
0.8744419642857142,0.8847656250000001,0.9332682291666667
0.8931129092261906,0.9020972842261905,0.953125
0.9002976190476191,0.9016927083333334,0.9423828125
0.8847330729166667,0.8883138020833333,0.91796875
0.9106212797619048,0.9157552083333333,0.958984375
0.8940418956043956,0.901860119047619,0.9362444196428571
0.8892578125,0.8921223958333334,0.9440104166666666
0.8833240327380951,0.8900204613095237,0.9375
0.8950195312500001,0.8994140625000001,0.9410807291666666
0.8666945684523809,0.8738932291666666,0.9296875
0.8537481398809524,0.8615606398809524,0.904296875
0.9176618303571429,0.9321289062500001,0.970703125
0.8816080729166668,0.8908528645833333,0.9401041666666667
0.8904668898809524,0.8951543898809524,0.939453125
0.9101097470238096,0.915132068452381,0.9557291666666666
0.8481817336309524,0.8525065104166667,0.8938802083333333
0.8652126736111111,0.8680772569444445,0.92890625
0.8850911458333334,0.8882161458333333,0.935546875
0.8974609375,0.8974609375,0.9296875
0.8901243179563492,0.8966858878968254,0.9440104166666666
0.8780970982142856,0.8846168154761904,0.9361979166666667
0.8884300595238095,0.8901041666666666,0.9225260416666667
0.9059709821428571,0.908203125,0.953125
0.8772321428571429,0.8815104166666666,0.9329427083333333
0.9023158482142858,0.9050502232142859,0.9544270833333334
0.9169782366071428,0.9219075520833333,0.9529947916666667
0.8870814732142857,0.8900111607142857,0.9231770833333334
0.9008618551587302,0.907576884920635,0.9381510416666667
0.8808128720238096,0.8824869791666667,0.923828125
0.914639136904762,0.9228515625,0.9635416666666667
0.9055943080357143,0.9198521205357143,0.9485677083333333
0.8772310697115384,0.88623046875,0.9408017113095237
0.8526692708333333,0.8563802083333334,0.9095052083333334
0.870405505952381,0.8797154017857143,0.9192708333333333
0.8947172619047619,0.9018601190476191,0.9638671875
0.8857344370039683,0.8921983506944445,0.927734375
0.9072916666666666,0.9096354166666667,0.9453125
0.8920200892857142,0.903803943452381,0.9505208333333334
0.8816406250000001,0.8835937500000001,0.9375
0.8615606398809524,0.8760416666666666,0.916015625
0.8784365699404763,0.8836263020833335,0.92578125
0.8852957589285714,0.898046875,0.9449869791666666
0.9006184895833333,0.9062825520833334,0.9518229166666667
0.8676122271825397,0.8768802703373014,0.943359375
0.8923642113095239,0.8983072916666668,0.939453125
0.8782552083333335,0.8798177083333334,0.9225260416666667
0.8777855282738095,0.889848400297619,0.9280598958333333
0.9119233630952381,0.9190615699404763,0.96484375
0.8843961051968866,0.8961495535714287,0.9454055059523807
0.902139136904762,0.9092261904761906,0.9640625
0.8794100322420635,0.885036892361111,0.9274088541666667
0.8550269717261905,0.8671642485119048,0.9137369791666666
0.8769024486797924,0.8847113715277778,0.9251767113095238
0.874609375,0.8783203125000001,0.9162109375
0.8867652529761905,0.8924851190476191,0.9303385416666666
0.91357421875,0.9170898437499999,0.9479166666666666
0.873232886904762,0.8803059895833335,0.9352213541666667
0.8678850446428571,0.8727213541666666,0.9127604166666667
0.8983630952380953,0.9022135416666668,0.943359375
0.8914434523809524,0.8952938988095238,0.9276041666666668
0.8979957217261905,0.9103190104166666,0.9466145833333333
0.8675130208333333,0.8729538690476191,0.93359375
0.9137328058226496,0.9201280381944444,0.9424293154761905
0.8873604910714286,0.8967494419642857,0.9443359375
0.8979073660714284,0.91015625,0.9420572916666666
0.8982933407738096,0.9022135416666667,0.9459635416666667
0.9037574404761906,0.9067708333333335,0.9580078125
0.8922411572802196,0.9025390624999999,0.9317336309523809
0.9104817708333334,0.9143880208333334,0.96015625
0.9226097470238095,0.9320963541666667,0.9635416666666666
0.8942708333333333,0.8970052083333334,0.94453125
