epoch,train_acc,test_acc,train_recall,test_recall,train_precision,test_precision
25,0.8630120133662242,0.8182083107864356,0.8658430523102134,0.8231337181337182,0.9337162341101695,0.8231337181337182
26,0.8634795208616711,0.8187616962031025,0.8665831397078085,0.8224532245821309,0.9343606550141244,0.8224532245821309
27,0.8655453564649804,0.8212009323142138,0.8685990901165691,0.825431275177369,0.9362400487930149,0.825431275177369
28,0.8697871029041578,0.8168085712031024,0.8734588291593058,0.8216378723995911,0.940578654661017,0.8216378723995911
29,0.8698480081888451,0.8206280156475468,0.8734389104671811,0.825213021209115,0.9404186528954801,0.825213021209115
30,0.8718461648844329,0.8199335712031025,0.8766347970532293,0.8254523565265753,0.9423360993408663,0.8254523565265753
31,0.873715059069932,0.8219865225919913,0.8789941432155415,0.8269712282798221,0.943900070621469,0.8269712282798221
32,0.873804956739941,0.8211835712031025,0.8782189569199632,0.8265667933050747,0.9443653631120528,0.8265667933050747
33,0.8746033447337739,0.8235663837031024,0.8796148301660086,0.8280602434313372,0.9444701918549906,0.8280602434313372
34,0.8753245349577449,0.8253198559253249,0.8799645874443941,0.8303736114868928,0.9460505574051655,0.8303736114868928
35,0.8775975583973465,0.8221814405212842,0.8834841715634884,0.8292814397697209,0.9480078860640302,0.8292814397697209
36,0.8788034056853575,0.8247019581980518,0.8863300318957763,0.8316797532617846,0.948372876828915,0.8316797532617846
37,0.8786171654087438,0.8252586974657288,0.8861730682291461,0.8324479824284513,0.9486449505649718,0.8324479824284513
38,0.8797398313271592,0.8234701084505772,0.8874778887176266,0.832580980940356,0.9490841278248586,0.832580980940356
39,0.8813098014567824,0.8270587290313853,0.8894630928893376,0.832833957130832,0.9501972647761843,0.832833957130832
40,0.8826012786354417,0.8243819613546176,0.8908325231368797,0.8303128757816257,0.9511749307366362,0.8303128757816257
41,0.8836249498574047,0.8252407726821789,0.8914462477773522,0.8328311669522606,0.9515434865275967,0.8328311669522606
42,0.883574190676614,0.8319245749909813,0.8907494698245495,0.8386528040824915,0.9517575578552804,0.8386528040824915
43,0.8852274977920505,0.8248858845147907,0.8929701839841538,0.8320996046777297,0.9524924625162972,0.8320996046777297
44,0.8848668277197144,0.8300994036345599,0.8937681626356812,0.8369969035594036,0.9531374614233459,0.8369969035594036
45,0.8853544975284248,0.8256003956980519,0.8936696847614486,0.8319311793530544,0.9526432687780675,0.8319311793530544
46,0.887445860805567,0.826921700261544,0.8947100879420132,0.83471329740861,0.9536998488799336,0.83471329740861
47,0.8885950751814099,0.824928272682179,0.896750183300104,0.8307903063371814,0.9535300831613067,0.8307903063371814
48,0.8899369093638824,0.8318818768037518,0.8978938340746471,0.8378367473094035,0.9548125478276431,0.8378367473094035
49,0.8906451375102064,0.8285724149981962,0.89886878915282,0.8350850111982926,0.9547810394936984,0.8350850111982926
50,0.8912124212739944,0.8262612170815294,0.8997261516511383,0.8339131361982923,0.9547326448710189,0.8339131361982923
51,0.8913710138584344,0.83032867739899,0.8993445907905655,0.8379046416546416,0.9549059278468707,0.8379046416546416
52,0.8920679709444275,0.8292885608315295,0.9000929997056852,0.8359530667538481,0.95531079751816,0.8359530667538481
53,0.8934937206669858,0.8304480350378787,0.9009094816215443,0.8380674020713084,0.9562563661179923,0.8380674020713084
54,0.8946161874260392,0.8333436203553392,0.902596579503359,0.8407323326268639,0.9557675331377663,0.8407323326268639
55,0.8942439877903993,0.8310592250631313,0.9025335676123546,0.8389788604046415,0.9559176037592352,0.8389788604046415
56,0.8954016124235934,0.8341714296987736,0.90328104981177,0.8419124936117124,0.9559063508878127,0.8419124936117124
57,0.8979395284711758,0.8337997159090909,0.9059307688544975,0.8436450911646224,0.9563713806497176,0.8436450911646224
58,0.899355081932545,0.8391852678571429,0.9066351411359356,0.8481428590217652,0.9536035340160075,0.8481428590217652
59,0.9023992353573921,0.8397283944354257,0.9101502311248073,0.8484310929232804,0.9543971322639225,0.8484310929232804
60,0.9056707949683324,0.8408979959565898,0.9127048997083425,0.850298755787037,0.9553489457223565,0.850298755787037
61,0.9065511146251349,0.8402153886333574,0.9133692402230539,0.849007523148148,0.9564237162025828,0.849007523148148
62,0.9050704121678698,0.8383230275222462,0.9127628098860884,0.8459801793981482,0.9551648254640839,0.8459801793981482
63,0.9070621630605742,0.8401285830778018,0.9141792805093918,0.8473365162037038,0.9569716631355931,0.8473365162037038
64,0.9070443619983478,0.8431233747444684,0.9138718664589295,0.8515357349537036,0.9558114532889426,0.8515357349537036
65,0.9078431933238608,0.8400628588714526,0.9148940649304792,0.8480418113425926,0.9562972911622277,0.8480418113425926
66,0.90574346094407,0.839966752720659,0.9132646264399442,0.8474806754298941,0.9547581214689266,0.8474806754298941
67,0.9066771126854549,0.8398291039111352,0.9140002046417565,0.8478378182870369,0.9558205962469734,0.8478378182870369
68,0.9082800986237163,0.8450113955778017,0.9157290262262454,0.8529593460648148,0.9559397699757869,0.8529593460648148
69,0.9089436013462762,0.8401719858555796,0.9155019140023113,0.8479752604166666,0.9576433552764326,0.8479752604166666
70,0.9088321661712817,0.8440724488185425,0.9157341709314697,0.8519104456018518,0.9568061440677966,0.8519104456018518
71,0.9095684465751998,0.8427889666756856,0.9164879920573776,0.8496745825066139,0.9566108315677965,0.8496745825066139
72,0.9078463460680093,0.8403212087391775,0.9148351086149019,0.8474734416335981,0.9559287353712672,0.8474734416335981
73,0.907714642569648,0.8430669511333572,0.9140334278774427,0.8518250868055557,0.9553959216101694,0.8518250868055557
74,0.9097856610932618,0.8427170420725109,0.9162462768957736,0.8499039971891535,0.9572651836158191,0.8499039971891535
75,0.909810066566555,0.8430090807629871,0.9169640564238022,0.8513852719907408,0.9579868467514123,0.8513852719907408
76,0.9090434286905421,0.8422857011333574,0.9156248710241031,0.8505664062499999,0.9572695974576271,0.8505664062499999
77,0.9099548965776455,0.8433997057629871,0.9176354332902269,0.8510293692129629,0.9577010504943503,0.8510293692129629
78,0.9092123560658387,0.8435516154852092,0.9162749358177721,0.851380931712963,0.9578497023809522,0.851380931712963
79,0.9101629905522914,0.8419140906836219,0.9164478948840707,0.8495133721891536,0.958501059322034,0.8495133721891536
80,0.9098117572164182,0.8414207457762146,0.9172004549123193,0.8490504092261906,0.9582781603107345,0.8490504092261906
81,0.9094570481454751,0.8406394957762146,0.9161688373420366,0.8476832217261905,0.9564106929440616,0.8476832217261905
82,0.9097132745653007,0.8420686872444685,0.916540879340469,0.8496549479166668,0.9571438029661018,0.8496549479166668
83,0.9099975159462713,0.8435691832762144,0.9168192881447649,0.8520582217261904,0.9571006103712671,0.8520582217261904
84,0.9102375090408061,0.842361139294733,0.9168800572882273,0.8487321221891535,0.9576447740112994,0.8487321221891535
85,0.9094853622131166,0.8428993337391775,0.9160869630016877,0.8508328166335979,0.95772800645682,0.8508328166335979
86,0.9092273530965268,0.8439757226280663,0.916195202440568,0.8514144138558198,0.9575256002824859,0.8514144138558198
87,0.9103902738254565,0.8413446875751561,0.9168439010451058,0.8484216889880952,0.9572607697740113,0.8484216889880952
88,0.9103390059064053,0.8436398678000241,0.9170729264115123,0.8508832465277778,0.957366701977401,0.8508832465277778
89,0.9101983295806123,0.8437483747444685,0.9166259246138749,0.8522442336309523,0.9584569209039547,0.8522442336309523
90,0.9097534601109815,0.8425895205778018,0.9156428416657496,0.8505794270833333,0.957079802259887,0.8505794270833333
91,0.9082662557619522,0.843771729572511,0.9154446128774121,0.8520307333002645,0.9556768311138015,0.8520307333002645
92,0.9103600743580218,0.8429036740169553,0.9172665884977192,0.8516314277447088,0.9588519597457628,0.8516314277447088
93,0.90967700606538,0.8445932821518761,0.9160670003989654,0.8528436053240739,0.9564710073648104,0.8528436053240739
94,0.9099686731141975,0.8423580390963203,0.9163043877026926,0.850174334490741,0.9571283545197741,0.850174334490741
95,0.9102582956562035,0.8445674471651035,0.916935567081224,0.8527743675595241,0.9577749823446328,0.8527743675595241
96,0.9103577265190083,0.8427011277206589,0.9172496950436568,0.8506563120039682,0.9581457450564971,0.8506563120039682
97,0.9106901738356982,0.8435257804984367,0.9172787002898232,0.8508646453373016,0.9580177436440679,0.8508646453373016
98,0.9108446153070092,0.8444124372444686,0.917558821607418,0.8517513020833334,0.9586189719531881,0.8517513020833334
99,0.9092171783313202,0.8424407110539922,0.9163315586249908,0.8502222842261905,0.957176906779661,0.8502222842261905
100,0.9106591288596055,0.8452474240169553,0.9171739718614718,0.853237330522487,0.9578676730225989,0.853237330522487
101,0.9099186973425586,0.8453776323502885,0.9167731577656101,0.8528987888558202,0.9575454625706215,0.8528987888558202
102,0.9111848537232542,0.844900201794733,0.9176603829609655,0.852629691633598,0.9581378631961259,0.852629691633598
103,0.9117675811564849,0.8434679101280665,0.9188195466697849,0.8508935805224869,0.9595974260996771,0.8508935805224869
104,0.9102478533854328,0.8439019379058442,0.9168512884978722,0.8513362888558201,0.9577793961864407,0.8513362888558201
105,0.9105177187307747,0.846679715683622,0.917312749926627,0.8541487888558201,0.9580486405367231,0.8541487888558201
106,0.9109816020402619,0.8453920999428811,0.9174267216275955,0.8525573536706349,0.9582285045903954,0.8525573536706349
107,0.9113666524153813,0.8428168684613997,0.9179788101199647,0.8514013930224869,0.958693061440678,0.8514013930224869
108,0.9106997371596154,0.8460286740169551,0.9178399532362058,0.8542355944113756,0.9584181421509282,0.8542355944113756
109,0.910590451582904,0.8428486971651031,0.9169543832315283,0.8513941592261905,0.958057468220339,0.8513941592261905
110,0.9107995836114215,0.844075549016955,0.9180048775818109,0.8518918444113756,0.9579688235640301,0.8518918444113756
111,0.9114184672877736,0.843995770577802,0.9177057394847383,0.8525325520833335,0.9577771892655367,0.8525325520833335
112,0.9104503025517326,0.8451750860539923,0.9169870571254308,0.8536424231150792,0.957289932657385,0.8536424231150792
113,0.9107101770419432,0.8470269379058443,0.917755474023681,0.8556244833002645,0.9579614671610169,0.8556244833002645
114,0.9107517001154449,0.8456091138317701,0.9178370369478684,0.8537379092261905,0.9577130309221146,0.8537379092261905
115,0.9113680663733629,0.8461733499428813,0.9177504511290264,0.8536077008928572,0.9581887800141243,0.8536077008928572
116,0.911523138393504,0.8451936872444684,0.9182507701294115,0.8529318576388889,0.9585727842514123,0.8529318576388889
117,0.9110440884739085,0.8455065254479318,0.917744776189559,0.8540330481150794,0.9582239331113801,0.8540330481150794
118,0.9105454533255115,0.8459129332762144,0.9173948215890748,0.8541198536706349,0.9581302966101695,0.8541198536706349
119,0.9107692026223542,0.8459310177669553,0.9175811487682515,0.8545155423280424,0.9578522245762711,0.8545155423280424
120,0.9103411011216891,0.8443938360539922,0.9173324450237852,0.8526441592261904,0.9577992584745763,0.8526441592261904
121,0.9114904024000952,0.8468750281836218,0.9181032431992443,0.8542138930224868,0.9580850547316384,0.8542138930224868
122,0.9112240050733167,0.8459852712391773,0.9179630034072565,0.8540619833002646,0.9579427083333333,0.8540619833002646
123,0.9107549675048351,0.846841752720659,0.9175610285283221,0.855543464781746,0.957814706920904,0.855543464781746
124,0.9108658772224714,0.8466549140963202,0.9174041221843127,0.854210792824074,0.9573291843220337,0.854210792824074
125,0.9103045072424046,0.8460286740169551,0.9172724521241471,0.8534543444113756,0.9569558994148507,0.8534543444113756
126,0.910434137572644,0.8443690344666909,0.9173922993937561,0.8528797743055557,0.957451510794996,0.8528797743055557
127,0.9112798468598257,0.845352830762987,0.9184504654214665,0.8538201678240739,0.9585319562146893,0.8538201678240739
128,0.910426929253068,0.8449766733555796,0.9174243045237485,0.8540299479166665,0.9567318443973635,0.8540299479166665
129,0.9114127135297023,0.8453450802669552,0.9178371300971274,0.854111896494709,0.9582472634180791,0.854111896494709
130,0.9117001458699023,0.8451750860539922,0.9184650205902853,0.8537726314484129,0.9585871292372882,0.8537726314484129
131,0.9115318609856482,0.8450390906836219,0.9179595831575439,0.8529855944113756,0.9580949858757062,0.8529855944113756
132,0.9115657386545893,0.84443723883177,0.9186403131649424,0.8527743675595238,0.9584635416666668,0.8527743675595238
133,0.9120961591962651,0.845898465683622,0.9188839199730354,0.8537147610780422,0.9585481403013182,0.8537147610780422
134,0.9116463676977448,0.8431351554984369,0.9185896113067722,0.8507344370039683,0.9583355402542372,0.8507344370039683
135,0.9124614046058698,0.8451316832762145,0.9195196135079612,0.8527743675595237,0.9589799611581922,0.8527743675595237
136,0.9107592714782864,0.8451172156836221,0.9178148722011275,0.8524994833002648,0.9580540002017758,0.8524994833002648
137,0.9118571859666934,0.8441363129058441,0.9186116805158119,0.8519265666335978,0.9590638241525424,0.8519265666335978
138,0.9116247618465575,0.8464771693873255,0.9182678164437962,0.8545538814484127,0.9580982962570621,0.8545538814484127
139,0.9105918177720349,0.8465118916095479,0.9176541395721745,0.8546580481150794,0.9574991172316384,0.8546580481150794
140,0.9117440311130723,0.8462456879058441,0.9186801428326851,0.8550168444113756,0.9581353410008072,0.8550168444113756
141,0.9105747666807651,0.8458736640963204,0.9174702868194657,0.8543627025462962,0.957672360522599,0.8543627025462962
142,0.9107652449730707,0.8444676207762146,0.9179597933404873,0.8533820064484128,0.9580473794390638,0.8533820064484128
143,0.9108942805811185,0.8446294511333574,0.9174563574225916,0.8530316840277778,0.9581678142655368,0.8530316840277778
144,0.911295782548431,0.8463758962391775,0.917911613677636,0.8548432333002643,0.958274692292171,0.8548432333002643
145,0.9108217149199671,0.8456380490169553,0.9176798296600999,0.8548215319113754,0.957613877118644,0.8548215319113754
146,0.9102700324628289,0.8451502844666907,0.9169901095549932,0.8538650173611111,0.9574483580508475,0.8538650173611111
147,0.9111058727054488,0.8465061045725109,0.9179123445410524,0.8551036499669312,0.9574086334745763,0.8551036499669312
148,0.9111063121788758,0.8459604696518759,0.9178171459984225,0.8544798900462961,0.9575618568401937,0.8544798900462961
149,0.9117017986721377,0.8461154795725108,0.9180747681873211,0.8539838583002646,0.958177587772397,0.8539838583002646
150,0.9120308448466551,0.8450340270262144,0.9186576580346443,0.8541307043650795,0.9582693326271186,0.8541307043650795
151,0.911482288860798,0.8455946462391776,0.9184979452706545,0.8538232680224868,0.9580120687046005,0.8538232680224868
152,0.9109791085062537,0.8457868585407646,0.918204231326583,0.8540458622685184,0.9580155367231639,0.8540458622685184
153,0.9112011313265949,0.8440900166095477,0.9180439931052351,0.8528177703373014,0.9580243644067796,0.8528177703373014
154,0.9114529468442338,0.842617215683622,0.9187791389989484,0.8514100735780423,0.958658486346516,0.8514100735780423
155,0.9117922274950215,0.8450200761333573,0.9185076757855493,0.853825954861111,0.9582097457627118,0.853825954861111
156,0.911121803617169,0.8439164054984367,0.9178152447981631,0.8520582217261904,0.9582660222457627,0.8520582217261904
157,0.9107909565569788,0.8453052943873256,0.9175582818194048,0.8540981522817461,0.9578367761299434,0.8540981522817461
158,0.9109797629395088,0.8449870073502885,0.9180337872902756,0.8543527819113756,0.9574196680790961,0.8543527819113756
159,0.9120610323718773,0.8445426455778019,0.918571877120937,0.8528797743055556,0.9588298905367233,0.8528797743055556
160,0.9111660375729497,0.8430917527206591,0.9182700806873212,0.8510686383928573,0.9579184322033898,0.8510686383928573
161,0.9122435404314378,0.8438699025222464,0.9189808095329812,0.8527278645833333,0.9584490390435836,0.8527278645833333
162,0.9113354975709318,0.8444093370460557,0.9187851387666006,0.853486793154762,0.9585319562146892,0.853486793154762
163,0.9111945794612639,0.8448638261333574,0.917642211690146,0.8533138020833333,0.9579007768361582,0.8533138020833333
164,0.9121198734910335,0.844480641609548,0.9186904417969036,0.8525356522817461,0.958501059322034,0.8525356522817461
165,0.9119750747134223,0.8458075265301825,0.9191378735141977,0.8540404885912698,0.9590240995762712,0.8540404885912698
166,0.9100514851938315,0.8453052943873256,0.9167692168354244,0.8545408606150795,0.9571268832391714,0.8545408606150795
167,0.911220553773851,0.8431091138317702,0.9179153181520106,0.8518281870039683,0.9577991008373689,0.8518281870039683
168,0.9118660470885046,0.8454355027206588,0.9186750936651624,0.8540330481150792,0.9582509416195857,0.8540330481150792
169,0.911957954357319,0.8444269048370611,0.9191750185725293,0.8535611979166667,0.9586047846045198,0.8535611979166667
170,0.9109633782237067,0.8433984656836218,0.9178052133395089,0.8521739624669312,0.957206542574657,0.8521739624669312
171,0.911074603215758,0.845638049016955,0.9177071438889502,0.8538970527447091,0.9576501336763518,0.8538970527447091
172,0.9108586497953554,0.8429036740169552,0.9176175056405459,0.851826740244709,0.9577295828288942,0.851826740244709
173,0.910890540280106,0.844282228911135,0.9176949628320126,0.8523589409722223,0.9580628278853914,0.8523589409722223
174,0.9111864300953286,0.842628789757696,0.917984542382053,0.8517891245039683,0.9578191207627118,0.8517891245039683
175,0.9115707400532612,0.8463076918740982,0.9184888668005723,0.8550658275462962,0.9581180009079904,0.8550658275462962
176,0.9119933701832535,0.8434749372444686,0.9187104617222466,0.8521375868055556,0.9586467161016949,0.8521375868055556
177,0.9109037244829088,0.8450448777206588,0.9178820781972263,0.8534471106150794,0.9580727590294594,0.8534471106150794
178,0.9113833332980578,0.8451531779852092,0.9183370765004767,0.8543149594907408,0.958357609463277,0.8543149594907408
179,0.9093211567887151,0.8441189517947333,0.9160662552048942,0.8534326430224868,0.956391820940947,0.8534326430224868
180,0.9119240623577225,0.8447379580778018,0.9188326878806222,0.8528797743055556,0.9582965513182674,0.8528797743055556
181,0.9119962506449529,0.8463655622444686,0.9187437231730132,0.8553407118055555,0.9585275423728813,0.8553407118055555
182,0.9115832411614986,0.8444661740169553,0.9182637751990242,0.8526079902447089,0.9585341631355931,0.8526079902447089
183,0.9113488394109424,0.8444227712391775,0.9183489207870167,0.8524126777447091,0.9585154043079097,0.8524126777447091
184,0.911119009139401,0.8461051455778018,0.9184982247184313,0.8551584201388889,0.9576999470338984,0.8551584201388889
185,0.9110551311623876,0.8404875860539924,0.9180329370047325,0.8492804439484125,0.9581714924670433,0.8492804439484125
186,0.9117683693425218,0.8455657110539925,0.918544474519713,0.8540113467261906,0.9589159604519774,0.8540113467261906
187,0.9114084214984638,0.8466817824825636,0.9186328421166876,0.855787140376984,0.9586290607344633,0.855787140376984
188,0.9107410285541906,0.8467448198502885,0.9174422178427739,0.8550602471891533,0.9580199505649718,0.8550602471891533
189,0.9116976332283536,0.8440683152206587,0.9180176461956122,0.852145027281746,0.9585054731638418,0.852145027281746
190,0.9110385950560739,0.8465061045725106,0.9181872065081811,0.8546913235780422,0.957785859311945,0.8546913235780422
191,0.911298390727681,0.8432405622444684,0.9181882096540466,0.8519187127976191,0.9583298653147699,0.8519187127976191
192,0.9098221803796487,0.8427300629058441,0.9169197030458949,0.8507850735780423,0.9570014565677967,0.8507850735780423
193,0.910033834603485,0.8421224240169551,0.9168358400515446,0.8505897610780424,0.9569804908192091,0.8505897610780424
194,0.9119051554466014,0.844225805300024,0.9180447072495537,0.8525629340277777,0.958100503177966,0.8525629340277777
195,0.9112549545117078,0.8445426455778018,0.9180890558505762,0.8526844618055556,0.958348781779661,0.8526844618055556
196,0.9116293189949174,0.8450634789111351,0.9189245330499302,0.8535308159722222,0.9583355402542373,0.8535308159722222
197,0.9111837535698765,0.842790826794733,0.9178835542547142,0.8522390666335978,0.958310633575464,0.8522390666335978
198,0.9114731578449798,0.8463035582762146,0.9185232460424463,0.8544453745039682,0.9582825741525424,0.8544453745039682
199,0.9110201801641156,0.8458586798039924,0.9177824514821338,0.8545864335317461,0.9580033986581921,0.8545864335317461
200,0.9110091264520553,0.8415209855248915,0.9177138792969036,0.8507739128637566,0.9583796786723165,0.8507739128637566
201,0.9113632847114043,0.8452660252074315,0.9179147664217843,0.8540458622685185,0.9580868938323918,0.8540458622685185
202,0.9118751542198971,0.8458782110539923,0.9186012191375009,0.8552960689484126,0.9581766419491526,0.8552960689484126
203,0.9104205091195292,0.8433116601280664,0.9171841609573336,0.8517703166335979,0.9580640889830508,0.8517703166335979
204,0.9104369487695099,0.8427721504479314,0.9172996923112787,0.8513377356150794,0.9574382692695722,0.8513377356150794
205,0.9110624078281654,0.8437283267947332,0.9179384120028984,0.8522911499669311,0.9575153013182675,0.8522911499669311
206,0.9114819592557278,0.8448638261333575,0.918316767573587,0.8535959201388889,0.9581766419491525,0.8535959201388889
207,0.9114239415980676,0.8461588823502886,0.9179209572648396,0.8543527819113756,0.9582031249999999,0.8543527819113756
208,0.9105279747030277,0.8454355027206588,0.9170498110646417,0.8531649925595236,0.9570930437853107,0.8531649925595236
209,0.9119385602039204,0.8457827249428812,0.9187752506144986,0.8541198536706349,0.9590958245056497,0.8541198536706349
210,0.9113106601569921,0.8443835020592834,0.9178236521158925,0.8533658854166667,0.9576797169256122,0.8533658854166667
211,0.9108935258332768,0.8443359656836219,0.9171474888106244,0.853215629133598,0.9571261475988702,0.853215629133598
212,0.910949702001741,0.8462456879058442,0.917902198437156,0.8546479208002646,0.957967772649314,0.8546479208002646
213,0.9104616834804203,0.842339437905844,0.9175843015124,0.8505897610780423,0.9574792549435028,0.8505897610780423
214,0.9113930568313514,0.8456380490169552,0.9186283327371781,0.8539751777447092,0.9584267596516008,0.8539751777447092
215,0.9115631830210749,0.8462890906836219,0.918359561298518,0.8553076430224869,0.9582106915859564,0.8553076430224869
216,0.9116246472013156,0.8444661740169553,0.9180106671665199,0.8526730944113756,0.9583033822639225,0.8526730944113756
217,0.9121177459399122,0.843819265948172,0.918869202390124,0.8522504340277778,0.9589578919491527,0.8522504340277778
218,0.9123893930633867,0.8435547156836218,0.9188240178342139,0.8522043444113757,0.9581533116424535,0.8522043444113757
219,0.9108808288727516,0.8433811045725107,0.9174494787080857,0.8521088583002645,0.9571149553571429,0.8521088583002645
220,0.9109497593243621,0.8440652150222462,0.9175174681133368,0.8526497395833332,0.9577198093220338,0.8526497395833332
221,0.9117284345833074,0.8460431416095479,0.9184948187993738,0.8553221106150795,0.9580993997175141,0.8553221106150795
222,0.9105402895127471,0.8430772851280662,0.9174605133126056,0.8520914971891533,0.9577812878329298,0.8520914971891533
223,0.9118094123390734,0.8459532358555797,0.9189170667785606,0.8548111979166665,0.9584105755649718,0.8548111979166665
224,0.9116019665509868,0.8418372057629869,0.9187343795858097,0.851202980324074,0.9588762358757064,0.851202980324074
225,0.9113310311833882,0.8454830390963205,0.9181149083525938,0.8539373553240741,0.9580331920903956,0.8539373553240741
226,0.9119923765911583,0.8449436045725107,0.9184232467303177,0.8535411499669313,0.9588232697740112,0.8535411499669313
227,0.9119270049189276,0.843230641609548,0.9187676410365765,0.8512552703373015,0.9584301225786925,0.8512552703373015
228,0.9106913507866898,0.8446005159481723,0.9170979907274928,0.8535959201388887,0.9568335729418886,0.8535959201388887
229,0.9116141571616944,0.8453094279852091,0.9185034410769316,0.8541066261574074,0.9586069915254238,0.8541066261574074
230,0.9119224692665502,0.8450217295725108,0.918548494268502,0.8547000041335978,0.9583112641242937,0.8547000041335978
231,0.9104631858107758,0.8441910830778017,0.9172294601584855,0.852736545138889,0.9576565442561206,0.852736545138889
232,0.9117680755640899,0.845507840683622,0.91847718015124,0.8543527819113756,0.9582340218926555,0.8543527819113756
233,0.9115354179277642,0.8449146693873256,0.9175904493634894,0.8534774925595238,0.957766154661017,0.8534774925595238
234,0.9110087777394451,0.8447410582762146,0.9177422014485044,0.8537162078373016,0.958106020480226,0.8537162078373016
235,0.9113766934278058,0.8453052943873255,0.9178391005622203,0.8536207217261905,0.9582627118644068,0.8536207217261905
236,0.9122022251524371,0.8453573777206589,0.9184812572226504,0.8537726314484128,0.9583311264124293,0.8537726314484128
237,0.9119489164907597,0.8432942990169552,0.9186754137164626,0.8519569485780423,0.9587846486581921,0.8519569485780423
238,0.9107505058941764,0.8446294511333573,0.9178332106629246,0.8532790798611111,0.9580353990112994,0.8532790798611111
239,0.9112765412553548,0.8440652150222463,0.9175290759440655,0.853285900297619,0.957229872881356,0.853285900297619
240,0.9113529953009561,0.8418403059613997,0.9182480114782817,0.8506982680224868,0.9575473542171106,0.8506982680224868
241,0.9113187713078471,0.8459563360539922,0.9178654474718432,0.854098152281746,0.958004502118644,0.854098152281746
242,0.9107034249148921,0.8421368916095477,0.91748031827812,0.8504740203373017,0.957766154661017,0.8504740203373017
243,0.9114914896926284,0.8453052943873255,0.9183495298398634,0.8539766245039682,0.9576819763922517,0.8539766245039682
244,0.911968270040635,0.8436198198502887,0.9185442762789824,0.8519569485780424,0.9579736052259887,0.8519569485780424
245,0.9107835046162643,0.8458333615169553,0.917651827559799,0.8540185805224868,0.9573187802663439,0.8540185805224868
246,0.9113842653418263,0.8456091138317702,0.9185531612852191,0.8540764508928574,0.9581400701170297,0.8540764508928574
247,0.9110770083773924,0.8451099818873258,0.9178696511307078,0.8536077008928571,0.9572773216807909,0.8536077008928571
248,0.9109330067884092,0.8456698777206592,0.917718823372955,0.8540721106150795,0.9573269774011298,0.8540721106150795
249,0.9119518160599992,0.8460865443873257,0.9187876036392985,0.8550096106150793,0.9583631267655366,0.8550096106150793
250,0.9114397053188101,0.8422092295725108,0.91835709642582,0.8505897610780424,0.9586776129943502,0.8505897610780424
251,0.9114417880407022,0.8433563029852092,0.9186459881044098,0.8513028067129631,0.958109330861582,0.8513028067129631
